,time,mp_country_code,hospital,sufficient-supply,distinct_id
150,2020-04-23 09:57:53,GB,King's College Hospital,False,20003
151,2020-04-23 09:58:38,GB,Kettering General Hospital,True,64aec7e2-2290-49ad-a9a9-5b7666649c7f
152,2020-04-23 09:59:18,GB,Southampton General Hospital,True,e2d39aee-64cc-4172-8c9d-0348a98ac93d
153,2020-04-23 09:59:19,GB,Glasgow Royal Infirmary,True,f87041e2-5c1d-4137-ac8e-c5e7cb88d9cf
154,2020-04-23 10:00:04,GB,Royal Alexandra Hospital (Paisley),True,c02e10e0-a991-460e-bb8e-effdc87ba82b
155,2020-04-23 10:00:04,GB,George Eliot Hospital - Acute Services,True,b2c43949-a9cb-4ae8-b6c4-c817bd04b578
156,2020-04-23 10:00:52,GB,Watford General Hospital,False,d49a03b8-f5f5-44ca-898f-85c6fb617b40
157,2020-04-23 10:01:54,GB,Sandwell General Hospital,True,61565
158,2020-04-23 10:01:55,GB,Southampton General Hospital,True,19746
159,2020-04-23 10:02:49,GB,Castle Hill Hospital,False,3ff11168-9faf-400e-8330-534525fe7a24
160,2020-04-23 10:02:50,GB,NUH ED,True,668d6dd2-a42c-49dc-9e9b-63663319df27
161,2020-04-23 10:04:21,GB,Medway Maritime Hospital (rehab-Front Block),True,62656
162,2020-04-23 10:04:38,ZA,Tygerberg COVID-19,True,400010196
163,2020-04-23 10:05:02,GB,Northern General Hospital,True,8f70122c-86be-4188-88ae-8412c2c9ec4a
164,2020-04-23 10:05:47,GB,Cambridge University Hospital,False,21423
165,2020-04-23 10:05:59,ZA,Tygerberg Hospital,False,ea581087-4c15-4a8f-bfcd-5c2a1a28806d
166,2020-04-23 10:07:01,GB,Princess Royal University Hospital (Kent),False,1924
167,2020-04-23 10:07:10,GB,Medway Maritime Hospital (rehab-Front Block),True,42178
168,2020-04-23 10:08:17,GB,St Mary's Hospital (Paddington),False,19fda6b6-c761-4b72-8ca1-fed5ec3b45de
169,2020-04-23 10:09:13,GB,James Paget Hospital,True,50310
170,2020-04-23 10:09:43,GB,Southampton General Hospital,False,4afc0cba-d168-4e4c-b3ed-04de50a0a351
171,2020-04-23 10:10:17,GB,King's College Hospital,False,42540
172,2020-04-23 10:10:36,GB,St Mary's Hospital (Paddington),False,58772
173,2020-04-23 10:11:01,GB,Whipps Cross University Hospital,True,800001101
174,2020-04-23 10:11:52,GB,Basildon University Hospital,False,18456
175,2020-04-23 10:13:49,GB,Basingstoke and North Hampshire Hospital,True,5291
176,2020-04-23 10:14:03,GB,Royal Preston Hospital,False,29848
177,2020-04-23 10:14:10,GB,Chelsea and Westminster,True,3598
178,2020-04-23 10:14:11,GB,Belfast City Hospital,True,57663
179,2020-04-23 10:16:30,GB,Queen Alexandra Hospital,True,a2661e1f-d6c1-4f53-bb81-cd59e1af8264
180,2020-04-23 10:16:42,GB,Dundonald Ulster Hospital,True,2283ea36-1501-4f69-a314-2ab172b6e4fd
181,2020-04-23 10:16:44,GB,Norfolk and Norwich University Hospital,True,5984
182,2020-04-23 10:17:10,GB,North Middlesex Hospital,True,62715
183,2020-04-23 10:18:08,GB,Royal London Hospital,False,15428
184,2020-04-23 10:18:34,GB,Leicester General Hospital,True,43393
185,2020-04-23 10:19:54,GB,Homerton University Hospital,True,47719
186,2020-04-23 10:20:08,GB,Royal Infirmary of Edinburgh,True,f2014e1d-7d25-4de1-b11f-383268b9d5d1
187,2020-04-23 10:20:41,GB,Chelsea and Westminster,False,4307
188,2020-04-23 10:20:46,GB,Darent Valley Hospital,True,0a52185b-aa36-485d-8c2b-378adc4765d3
189,2020-04-23 10:20:47,GB,Manchester Royal Infirmary,True,84412c48-7897-42f4-b9de-6d27d9b1617e
190,2020-04-23 10:22:01,GB,Queen's Hospital Romford,True,15063
191,2020-04-23 10:22:07,GB,Charing Cross,True,37006
192,2020-04-23 10:23:31,GB,James Paget Hospital,True,53449c37-d314-42c7-ae68-5bf7eaa41676
193,2020-04-23 10:23:46,GB,Norfolk and Norwich University Hospital,False,309a9885-acf0-426b-a000-89590998b838
194,2020-04-23 10:23:59,GB,Bristol Royal Infirmary,True,03bc9148-f3ef-4dd4-9418-1ab4098a89cd
195,2020-04-23 10:24:20,GB,Bristol Royal Infirmary Staff,True,35257
196,2020-04-23 10:25:25,GB,St George's (London),True,bd2ea530-8c04-482c-8923-52e35aceda25
197,2020-04-23 10:26:13,GB,King's College Hospital,True,5f9f3869-2f1e-42a6-bd27-9d8936d61a98
198,2020-04-23 10:29:18,GB,Tameside General Hospital,True,b6f936ae-c15b-4078-9a37-222411710838
199,2020-04-23 10:29:34,GB,Queen Elizabeth University Hospital (Glasgow),True,50930
200,2020-04-23 10:30:07,ZA,Chris Hani Baragwanath Academic Hospital,False,c68a4ad9-d29a-4ecf-96f3-2977e7e96651
201,2020-04-23 10:30:30,GB,Barnsley District General Hospital,True,e19ba5f5-8dfd-4edd-a5e9-f326218af1a2
202,2020-04-23 10:30:51,GB,Royal Cornwall Hospital (treliske),True,a6ec2d6f-136b-4660-ae0a-71eb34e85a2b
203,2020-04-23 10:32:15,GB,Basildon University Hospital,False,a16d18a0-77fd-4d1e-8964-9503ebecd838
204,2020-04-23 10:32:53,GB,Southampton General Hospital,True,82147519-f237-40f0-ba69-d1e950e884a7
205,2020-04-23 10:34:31,GB,Lister Hospital,False,cadc4729-49da-4b66-a878-4eb5baead0dd
206,2020-04-23 10:36:10,ZA,Robert Mangaliso Sobukwe Hospital,False,6e394cc4-ac7a-44c9-af4f-0eb18b19b57a
207,2020-04-23 10:36:14,ZA,Groote Schuur Hospital,False,0ca82c97-d991-4e1e-bc68-34bbac336ffb
208,2020-04-23 10:36:24,GB,Prince Charles Hospital,True,11082
209,2020-04-23 10:37:33,GB,Queen Elizabeth Hospital (Woolwich),True,32135
210,2020-04-23 10:37:38,GB,University College London Hospital NHS Trust,True,51454dce-47c2-424c-8673-cc2b6e3e31a4
211,2020-04-23 10:38:20,GB,Belfast Hospital for Sick Children,True,800010785
212,2020-04-23 10:38:46,GB,Amersham General Hospital,False,45e82a68-140e-4f5b-b1ea-b8467b151e9d
213,2020-04-23 10:38:49,GB,Northern General Hospital,True,0a91186e-5b4c-4cb0-a128-0beb55e59e39
214,2020-04-23 10:38:57,GB,Hillingdon Hospital,True,53269
215,2020-04-23 10:39:09,GB,Hairmyres Hospital - General Medicine,True,da1431ce-6b99-4471-a949-7884b72a5101
216,2020-04-23 10:39:13,GB,St James's University Hospital,False,225bea37-f2a0-41b3-b6e1-63fd3c49601f
217,2020-04-23 10:40:47,GB,Medway Maritime Hospital (rehab-Front Block),False,0ca031f4-20d0-4de4-a32c-d221853e41bc
218,2020-04-23 10:40:51,GB,East Surrey Hospital,True,ca193002-c1b9-4828-9ef0-278b5184ba87
219,2020-04-23 10:42:06,GB,Musgrove Park Hospital,True,49300
220,2020-04-23 10:42:18,GB,James Paget Hospital,True,a5db5c27-9ce4-4eb2-a2e8-4baf652c7075
221,2020-04-23 10:43:23,GB,King George Hospital,True,4329
222,2020-04-23 10:43:34,GB,Warrington Hospital,True,ed9bbe76-789b-41b6-9a2c-f8bc1f2f448d
223,2020-04-23 10:43:47,GB,Colchester General Hospital,False,0117113d-1f2d-401b-9fa7-927842575ff6
224,2020-04-23 10:43:50,GB,Hammersmith Hospital,True,2549
225,2020-04-23 10:44:33,GB,Arrowe Park Hospital,True,51678
226,2020-04-23 10:44:39,GB,Bristol Royal Infirmary,False,74ea1305-a824-44c7-b345-917ffddab0ca
227,2020-04-23 10:45:24,GB,University College London Hospital NHS Trust,True,52955
228,2020-04-23 10:45:48,GB,Northwick Park & St Marks Hospital,True,57085
229,2020-04-23 10:46:28,GB,Torbay District General Hospital,True,38119048-53a0-4374-a605-8f4a3691c160
230,2020-04-23 10:46:32,GB,Glasgow Royal Infirmary,True,68b164c9-da5e-449e-bd81-286c15a7d817
231,2020-04-23 10:47:04,GB,Medway Maritime Hospital (rehab-Front Block),True,24175
232,2020-04-23 10:47:35,GB,North Middlesex Hospital,True,9454
233,2020-04-23 10:47:54,GB,East Surrey Hospital,False,53262
234,2020-04-23 10:47:57,GB,East Surrey Hospital,False,53262
235,2020-04-23 10:48:16,GB,Stepping Hill Hospital,True,08a87445-5df8-428b-9374-d7aa25909bb9
236,2020-04-23 10:48:27,GB,Macclesfield District General Hospital,True,fe60a08b-9fe9-428b-80d6-8cb29a1052c7
237,2020-04-23 10:48:44,GB,Manchester Royal Infirmary,False,71312
238,2020-04-23 10:49:24,GB,Prince Charles Hospital,False,22522
239,2020-04-23 10:49:43,GB,Royal Free Hospital,True,eaf50fef-91cb-44ae-9594-143631cfc308
240,2020-04-23 10:50:49,ZA,Paarl Provincial Hospital,False,9d672160-5810-4859-9695-535f30b7275f
241,2020-04-23 10:52:24,GB,Royal Cornwall Hospital (treliske),True,33f03f0e-4186-4024-aeed-4d7b36266d38
242,2020-04-23 10:52:24,GB,Alder Hey Children's Hospital,True,4880
243,2020-04-23 10:52:25,GB,Bristol Royal Infirmary Staff,True,72566
244,2020-04-23 10:52:43,GB,Royal Preston Hospital,True,19947
245,2020-04-23 10:52:46,GB,Northwick Park & St Marks Hospital,False,27241
246,2020-04-23 10:53:22,GB,Royal Sussex County Hospital,False,54041239-9e24-4790-abfe-17d02db53906
247,2020-04-23 10:53:54,GB,Queen Alexandra Hospital,True,36739
248,2020-04-23 10:55:12,GB,Lewisham Hospital,True,9e60db64-0f43-48ff-8119-39a730afabfd
249,2020-04-23 10:56:21,GB,Bramhall & Shaw Health Medical Group,True,55804
250,2020-04-23 10:56:27,GB,St George's (London),True,510eefdc-4ec8-4e75-8f27-3ad72cd6e5cc
251,2020-04-23 10:56:30,ZA,Tygerberg Hospital,True,400010190
252,2020-04-23 10:56:58,GB,University Hospital Llandough,False,1ac0de8c-240c-40db-b714-4bafe004363d
253,2020-04-23 10:57:46,GB,Royal Free COVID-19,True,73a7694a-52de-4612-9b55-674dc318ee2c
254,2020-04-23 10:58:40,GB,Royal Preston Hospital,True,14333
255,2020-04-23 10:58:54,ZA,Khayelitsha District Hospital,False,a356c6db-27ea-4f4e-9e47-2578bf3d70b3
256,2020-04-23 10:58:56,GB,St Helier Hospital,True,58368
257,2020-04-23 11:00:58,GB,Tunbridge Wells Hospital,False,35727
258,2020-04-23 11:01:29,GB,St George's (London),True,46837
259,2020-04-23 11:03:17,ZA,Paarl Provincial Hospital,True,a91b9132-192d-4c56-992f-2e6162cee689
260,2020-04-23 11:03:44,GB,Ealing Hospital,True,7d73e869-484c-4c5b-865a-8e8c187be1d2
261,2020-04-23 11:05:20,GB,Doncaster Royal Infirmary,False,29814
262,2020-04-23 11:05:23,GB,York District General Hospital,True,48505
263,2020-04-23 11:05:31,GB,Manchester Royal Infirmary,False,cff5a529-827d-47a0-b973-ba07d11bf71a
264,2020-04-23 11:06:09,GB,Nottingham City Hospital,False,5512
265,2020-04-23 11:06:15,GB,Royal Victoria Hospital (Belfast),False,a84c04f2-f252-4428-910f-b758f11f8b5a
266,2020-04-23 11:07:14,GB,Frailty Team,True,51565ec5-7048-4b17-bc9d-38371c766935
267,2020-04-23 11:07:21,GB,Broomfield Hospital,False,19874
268,2020-04-23 11:07:39,GB,Cambridge University Hospital,True,fa22cc56-de44-4fd6-a31b-1714e8c1d999
269,2020-04-23 11:08:51,GB,King's College Hospital,False,40210
270,2020-04-23 11:10:17,GB,Royal United Hospital,True,12854
271,2020-04-23 11:11:57,GB,King's College Hospital,False,10484
272,2020-04-23 11:12:26,GB,York District General Hospital,True,58447596-7385-4efb-bf87-b1cdfe887081
273,2020-04-23 11:13:48,GB,Kingston Hospital,True,a9f26530-1faa-48d2-ab45-eb3537c11ee3
274,2020-04-23 11:14:01,GB,City Hospital,True,47739
275,2020-04-23 11:14:43,GB,Royal Victoria Hospital (Belfast),True,8cb2e9a7-7f6d-47b5-9a62-f180114caf0e
276,2020-04-23 11:14:51,GB,Whipps Cross University Hospital,True,0cdd2fea-ac7f-4d3e-a974-ab6b705419ad
277,2020-04-23 11:14:56,GB,Doncaster Royal Infirmary,False,800013077
278,2020-04-23 11:15:12,GB,Medway Maritime Hospital (rehab-Front Block),False,7d241792-aacc-4271-bffd-51a52ff6de5b
279,2020-04-23 11:15:19,GB,Royal Devon and Exeter - Emergency Department,True,fea2538b-7bd1-4ab5-a89b-f823d4befb0f
280,2020-04-23 11:17:25,GB,Northern General Hospital,True,12f2419d-244c-42ee-93ad-d9d5858ddbae
281,2020-04-23 11:18:27,GB,Poole General Hospital,True,2132074e-1cd1-4d6e-b672-fc4c146d138b
282,2020-04-23 11:18:56,GB,St Richard's Hospital,True,25230
283,2020-04-23 11:19:04,GB,Royal United Hospital,True,104c5169-9246-4b31-8f6f-a73f4d9c6bfa
284,2020-04-23 11:19:28,GB,St Mary's Hospital (Paddington),True,ca9144e8-ff3f-4801-87b0-ac4b4edc7086
285,2020-04-23 11:20:29,GB,Frimley Park Hospital,True,1541
286,2020-04-23 11:20:52,GB,North Manchester General Hospital,True,bf5244b8-01c5-4dc5-98df-92752ed36e70
287,2020-04-23 11:20:53,GB,Guy's & St Thomas' - General Medicine,True,bcb3d398-d78c-4111-aa40-4c48133e2805
288,2020-04-23 11:22:13,GB,Conquest Hospital,True,13371
289,2020-04-23 11:22:16,GB,Bristol Royal Infirmary Staff,True,6073
